st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10;st;en;duration;height;Rmax;Rmax10
2015-10-20 15:57:00;2015-10-20 19:11:00;194;0.5;2;0.7;2015-10-20 16:10:00;2015-10-20 18:01:00;111;0.7;5.8;1.2;2015-10-20 15:57:00;2015-10-20 18:00:00;123;0.7;5.9;1.2;2015-10-20 16:08:00;2015-10-20 17:59:00;111;0.5;5.9;1.2;NA;NA;NA;NA;NA;NA;2015-10-20 16:07:00;2015-10-20 18:03:00;116;0.7;6.1;1.2;NA;NA;NA;NA;NA;NA;2015-10-20 16:06:00;2015-10-20 18:04:00;118;0.6;5.8;1.2
2015-10-20 20:28:00;2015-10-20 22:41:00;133;0.4;2;1.3;2015-10-20 20:29:00;2015-10-20 20:47:00;18;0.5;5.8;1.7;2015-10-20 20:28:00;2015-10-20 20:47:00;19;0.4;5.9;1.8;2015-10-20 20:32:00;2015-10-20 20:50:00;18;0.5;5.9;1.8;NA;NA;NA;NA;NA;NA;2015-10-20 20:31:00;2015-10-20 20:51:00;20;0.4;6.1;1.8;NA;NA;NA;NA;NA;NA;2015-10-20 20:34:00;2015-10-20 20:53:00;19;0.4;5.8;1.7
2015-11-07 04:11:00;2015-11-07 09:21:00;310;1.6;4.3;3;2015-11-07 05:09:00;2015-11-07 07:42:00;153;1.8;11.8;4.1;2015-11-07 05:12:00;2015-11-07 07:06:00;114;1.8;5.9;3.5;2015-11-07 05:12:00;2015-11-07 07:41:00;149;1.4;5.9;2.4;2015-11-07 05:13:00;2015-11-07 07:37:00;144;1.6;6.1;3.1;2015-11-07 05:09:00;2015-11-07 07:47:00;158;2;6.2;3.7;2015-11-07 05:10:00;2015-11-07 07:41:00;151;1.5;6;2.4;2015-11-07 05:12:00;2015-11-07 07:39:00;147;1.2;5.8;2.3
2015-11-11 10:09:00;2015-11-11 11:13:00;64;0;0.8;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2015-11-11 10:45:00;2015-11-11 10:47:00;2;0.1;5.8;0.6
2015-11-14 00:45:00;2015-11-14 03:41:00;176;1.1;6;3.4;2015-11-14 01:09:00;2015-11-14 01:36:00;27;1.1;5.9;3.5;2015-11-14 00:45:00;2015-11-14 01:28:00;43;1;5.9;3.5;2015-11-14 00:46:00;2015-11-14 01:31:00;45;1.2;5.9;4.2;2015-11-14 00:47:00;2015-11-14 01:40:00;53;1.2;6.1;4.3;2015-11-14 00:45:00;2015-11-14 01:29:00;44;1;6.2;3.7;2015-11-14 00:46:00;2015-11-14 01:31:00;45;1.1;6;3.6;2015-11-14 00:45:00;2015-11-14 01:29:00;44;0.9;5.8;2.9
2015-11-14 19:56:00;2015-11-15 00:27:00;271;1.1;4.2;1.9;2015-11-14 21:00:00;2015-11-14 22:24:00;84;1.1;5.8;1.7;2015-11-14 20:56:00;2015-11-14 22:14:00;78;1.2;5.9;2.4;2015-11-14 20:58:00;2015-11-14 23:07:00;129;1.1;5.9;1.8;2015-11-14 20:57:00;2015-11-14 22:12:00;75;1.3;6.1;2.4;2015-11-14 20:53:00;2015-11-14 22:12:00;79;1.2;6.1;2.4;2015-11-14 20:59:00;2015-11-14 22:25:00;86;1.1;5.9;1.8;2015-11-14 20:58:00;2015-11-14 22:14:00;76;0.9;5.8;1.2
2015-11-15 04:03:00;2015-11-15 16:01:00;718;2.7;3.4;2;2015-11-15 04:11:00;2015-11-15 14:22:00;611;2.9;5.8;1.7;2015-11-15 04:14:00;2015-11-15 13:39:00;565;3.1;5.9;2.4;2015-11-15 04:03:00;2015-11-15 13:43:00;580;2.9;5.9;2.4;2015-11-15 04:13:00;2015-11-15 14:23:00;610;2.5;6.1;1.8;2015-11-15 04:12:00;2015-11-15 13:38:00;566;3.4;6.1;2.4;2015-11-15 04:13:00;2015-11-15 13:39:00;566;2.8;5.9;2.4;2015-11-15 04:10:00;2015-11-15 13:21:00;551;1.4;5.8;1.7
2015-11-17 05:58:00;2015-11-17 13:01:00;423;1.6;3.4;2.5;2015-11-17 06:03:00;2015-11-17 11:09:00;306;1.5;5.8;1.7;2015-11-17 05:58:00;2015-11-17 12:57:00;419;1.9;5.9;2.9;2015-11-17 06:01:00;2015-11-17 12:47:00;406;1.7;5.9;3;2015-11-17 06:00:00;2015-11-17 12:46:00;406;1.5;6.1;2.4;2015-11-17 05:59:00;2015-11-17 12:45:00;406;1.8;6.2;3.1;2015-11-17 06:00:00;2015-11-17 12:42:00;402;1.7;6;3;2015-11-17 06:00:00;2015-11-17 12:41:00;401;1.2;5.8;2.3
2015-11-19 16:38:00;2015-11-20 06:41:00;843;15.1;23;18.6;2015-11-19 16:38:00;2015-11-20 03:28:00;650;15.6;24;19.1;2015-11-19 16:41:00;2015-11-20 03:55:00;674;14.9;30;20.3;2015-11-19 16:38:00;2015-11-20 03:17:00;639;14.5;30.3;18.1;2015-11-19 16:42:00;2015-11-20 03:21:00;639;15.7;37.2;21.5;2015-11-19 16:41:00;2015-11-20 03:15:00;634;15.9;31.6;21.9;2015-11-19 16:38:00;2015-11-20 03:14:00;636;15.6;31.3;21;2015-11-19 16:38:00;2015-11-20 03:14:00;636;13.4;32.5;17.1
2015-11-20 10:18:00;2015-11-20 12:28:00;130;0.4;2.6;1;2015-11-20 11:15:00;2015-11-20 12:28:00;73;0.4;5.8;1.2;2015-11-20 11:19:00;2015-11-20 12:14:00;55;0.4;5.9;1.2;2015-11-20 11:16:00;2015-11-20 12:09:00;53;0.4;5.9;1.2;2015-11-20 11:18:00;2015-11-20 12:21:00;63;0.4;6.1;1.2;2015-11-20 10:48:00;2015-11-20 12:17:00;89;0.5;6.1;1.2;2015-11-20 11:08:00;2015-11-20 12:02:00;54;0.4;5.9;1.2;2015-11-20 11:16:00;2015-11-20 12:02:00;46;0.3;5.8;1.2
2015-11-20 12:33:00;2015-11-21 02:01:00;808;4.3;5.1;1.7;2015-11-20 14:01:00;2015-11-20 23:04:00;543;4.1;5.8;1.7;2015-11-20 13:55:00;2015-11-20 23:14:00;559;4.8;5.9;1.8;2015-11-20 13:46:00;2015-11-20 22:59:00;553;4;5.9;1.8;2015-11-20 14:12:00;2015-11-21 01:54:00;702;4.5;6.1;2.4;2015-11-20 13:46:00;2015-11-20 23:42:00;596;5.1;6.1;1.8;2015-11-20 13:30:00;2015-11-21 00:07:00;637;4.3;5.9;2.4;2015-11-20 14:32:00;2015-11-21 00:11:00;579;3.3;5.8;1.7
2015-11-28 10:29:00;2015-11-28 16:01:00;332;0.1;0.9;0.3;2015-11-28 14:48:00;2015-11-28 14:51:00;3;0.1;5.8;0.6;2015-11-28 14:45:00;2015-11-28 14:48:00;3;0.1;5.9;0.6;2015-11-28 15:44:00;2015-11-28 15:47:00;3;0.1;5.9;0.6;2015-11-28 15:10:00;2015-11-28 15:13:00;3;0.1;6.1;0.6;2015-11-28 14:50:00;2015-11-28 14:53:00;3;0.1;6.1;0.6;2015-11-28 15:09:00;2015-11-28 15:12:00;3;0.1;5.9;0.6;NA;NA;NA;NA;NA;NA
2015-11-29 10:37:00;2015-11-29 16:21:00;344;0.1;0.9;0.3;2015-11-29 13:18:00;2015-11-29 15:14:00;116;0.2;5.8;0.6;NA;NA;NA;NA;NA;NA;2015-11-29 14:59:00;2015-11-29 15:37:00;38;0.3;5.9;0.6;NA;NA;NA;NA;NA;NA;2015-11-29 12:42:00;2015-11-29 12:45:00;3;0.1;6.1;0.6;2015-11-29 15:01:00;2015-11-29 15:19:00;18;0.2;5.9;0.6;2015-11-29 15:24:00;2015-11-29 15:26:00;2;0.1;5.8;0.6
2015-11-30 03:09:00;2015-12-01 12:14:00;1985;14.1;23.8;14;2015-11-30 04:12:00;2015-12-01 06:50:00;1598;13.5;29.9;13.7;2015-11-30 04:16:00;2015-12-01 06:25:00;1569;14.3;30.1;15.5;2015-11-30 04:13:00;2015-12-01 06:26:00;1573;13.9;36.4;15;2015-11-30 03:28:00;2015-12-01 06:27:00;1619;17.1;37.5;19.8;2015-11-30 04:16:00;2015-12-01 06:24:00;1568;14.8;31.7;16.3;2015-11-30 04:14:00;2015-12-01 11:44:00;1890;14.1;25.1;14.8;2015-11-30 04:15:00;2015-12-01 06:22:00;1567;10.9;25.8;10.6
2015-12-02 08:19:00;2015-12-03 02:11:00;1072;0;0.9;0.1;NA;NA;NA;NA;NA;NA;2015-12-02 14:28:00;2015-12-02 14:31:00;3;0.1;5.9;0.6;NA;NA;NA;NA;NA;NA;2015-12-02 15:11:00;2015-12-02 15:14:00;3;0.1;6.1;0.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015-12-04 14:03:00;2015-12-04 21:01:00;418;0.8;2.6;0.9;2015-12-04 14:56:00;2015-12-04 17:05:00;129;1.2;5.8;1.2;2015-12-04 15:38:00;2015-12-04 16:44:00;66;0.8;5.9;1.2;2015-12-04 15:39:00;2015-12-04 16:53:00;74;0.8;5.9;1.2;2015-12-04 15:43:00;2015-12-04 16:46:00;63;0.6;6.1;1.2;2015-12-04 15:35:00;2015-12-04 17:10:00;95;0.9;6.1;1.2;2015-12-04 15:40:00;2015-12-04 16:59:00;79;0.8;5.9;1.2;2015-12-04 15:41:00;2015-12-04 16:46:00;65;0.6;5.8;1.2
2015-12-06 10:09:00;2015-12-06 21:31:00;682;0;0.8;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2015-12-06 11:39:00;2015-12-06 11:42:00;3;0.1;5.9;0.6;NA;NA;NA;NA;NA;NA
2015-12-07 18:19:00;2015-12-08 02:16:00;477;0.1;0.9;0.2;2015-12-08 02:13:00;2015-12-08 02:16:00;3;0.1;5.8;0.6;2015-12-08 01:31:00;2015-12-08 01:34:00;3;0.1;5.9;0.6;2015-12-08 01:45:00;2015-12-08 01:48:00;3;0.1;5.9;0.6;2015-12-08 02:03:00;2015-12-08 02:06:00;3;0.1;6.1;0.6;2015-12-08 00:26:00;2015-12-08 00:29:00;3;0.1;6.1;0.6;2015-12-08 01:12:00;2015-12-08 01:15:00;3;0.1;5.9;0.6;2015-12-08 00:22:00;2015-12-08 00:24:00;2;0.1;5.8;0.6
2015-12-08 04:30:00;2015-12-08 07:54:00;204;0.1;0.9;0.1;2015-12-08 07:51:00;2015-12-08 07:54:00;3;0.1;5.8;0.6;2015-12-08 05:14:00;2015-12-08 05:17:00;3;0.1;5.9;0.6;2015-12-08 06:48:00;2015-12-08 06:51:00;3;0.1;5.9;0.6;2015-12-08 05:44:00;2015-12-08 05:47:00;3;0.1;6.1;0.6;2015-12-08 04:30:00;2015-12-08 04:33:00;3;0.1;6.1;0.6;2015-12-08 06:16:00;2015-12-08 06:19:00;3;0.1;5.9;0.6;2015-12-08 07:19:00;2015-12-08 07:21:00;2;0.1;5.8;0.6
2015-12-08 08:49:00;2015-12-08 09:21:00;32;0;0.9;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2015-12-08 09:17:00;2015-12-08 09:20:00;3;0.1;6.1;0.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015-12-08 22:29:00;2015-12-08 22:51:00;22;0;0.8;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2015-12-08 22:32:00;2015-12-08 22:35:00;3;0.1;5.9;0.6;NA;NA;NA;NA;NA;NA
2015-12-09 12:01:00;2015-12-09 12:33:00;32;0.1;0.9;0.3;2015-12-09 12:01:00;2015-12-09 12:09:00;8;0.2;5.8;1.2;NA;NA;NA;NA;NA;NA;2015-12-09 12:02:00;2015-12-09 12:33:00;31;0.2;5.9;0.6;2015-12-09 12:26:00;2015-12-09 12:29:00;3;0.1;6.1;0.6;NA;NA;NA;NA;NA;NA;2015-12-09 12:17:00;2015-12-09 12:20:00;3;0.1;5.9;0.6;NA;NA;NA;NA;NA;NA
2015-12-09 14:29:00;2015-12-09 21:01:00;392;2.1;3.4;1.8;2015-12-09 15:02:00;2015-12-09 16:57:00;115;2;5.8;1.7;2015-12-09 14:57:00;2015-12-09 17:00:00;123;2.2;5.9;2.4;2015-12-09 15:08:00;2015-12-09 16:56:00;108;1.9;5.9;1.8;2015-12-09 15:00:00;2015-12-09 16:59:00;119;2.2;6.1;2.4;2015-12-09 14:55:00;2015-12-09 17:06:00;131;2.3;6.1;2.4;2015-12-09 15:05:00;2015-12-09 16:55:00;110;2.1;5.9;1.8;2015-12-09 14:49:00;2015-12-09 17:00:00;131;2;5.8;1.7
2015-12-11 16:37:00;2015-12-11 17:08:00;31;0;0.8;0.1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2015-12-11 16:37:00;2015-12-11 16:40:00;3;0.1;5.9;0.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2015-12-11 17:05:00;2015-12-11 17:08:00;3;0.1;5.9;0.6;NA;NA;NA;NA;NA;NA
2015-12-11 18:45:00;2015-12-11 20:42:00;117;0.1;0.9;0.2;NA;NA;NA;NA;NA;NA;2015-12-11 19:45:00;2015-12-11 19:48:00;3;0.1;5.9;0.6;2015-12-11 20:21:00;2015-12-11 20:24:00;3;0.1;5.9;0.6;2015-12-11 20:34:00;2015-12-11 20:37:00;3;0.1;6.1;0.6;2015-12-11 18:45:00;2015-12-11 18:48:00;3;0.1;6.1;0.6;2015-12-11 20:39:00;2015-12-11 20:42:00;3;0.1;5.9;0.6;NA;NA;NA;NA;NA;NA
2015-12-12 01:05:00;2015-12-12 10:01:00;536;1;4.3;1.9;2015-12-12 01:05:00;2015-12-12 03:48:00;163;1.5;5.9;2.9;2015-12-12 01:12:00;2015-12-12 04:22:00;190;0.8;5.9;1.8;2015-12-12 01:10:00;2015-12-12 07:26:00;376;1.2;5.9;2.4;2015-12-12 01:14:00;2015-12-12 02:15:00;61;0.5;6.1;1.2;2015-12-12 01:09:00;2015-12-12 05:07:00;238;0.9;6.1;1.8;2015-12-12 01:10:00;2015-12-12 05:21:00;251;1.2;5.9;2.4;2015-12-12 01:08:00;2015-12-12 03:29:00;141;0.8;5.8;1.7
2015-12-13 07:09:00;2015-12-13 19:51:00;762;1.3;7.7;5.5;2015-12-13 13:11:00;2015-12-13 13:34:00;23;1.7;17.8;7.7;2015-12-13 13:13:00;2015-12-13 13:41:00;28;1.1;11.8;4.7;2015-12-13 13:11:00;2015-12-13 13:39:00;28;1.5;17.9;6.6;2015-12-13 13:14:00;2015-12-13 13:40:00;26;1.3;18.4;6.1;2015-12-13 13:13:00;2015-12-13 13:40:00;27;1.1;12.4;4.9;2015-12-13 13:11:00;2015-12-13 13:35:00;24;1.4;18.2;6;2015-12-13 13:14:00;2015-12-13 13:44:00;30;1;12.5;4.2
2015-12-14 08:39:00;2015-12-18 23:31:00;6652;2.1;2.5;1;2015-12-14 09:59:00;2015-12-18 16:19:00;6140;4;5.8;1.7;2015-12-17 03:58:00;2015-12-18 15:54:00;2156;3.2;5.9;1.8;2015-12-17 03:41:00;2015-12-18 15:58:00;2177;3.1;5.9;1.8;2015-12-14 09:10:00;2015-12-17 07:08:00;4198;0.7;6.1;1.2;2015-12-17 03:43:00;2015-12-17 06:56:00;193;0.6;6.1;1.2;2015-12-14 09:15:00;2015-12-14 09:18:00;3;0.1;5.9;0.6;2015-12-17 05:39:00;2015-12-18 15:54:00;2055;2.8;5.8;1.7
2015-12-19 09:19:00;2015-12-19 10:11:00;52;0;0.8;0.1;NA;NA;NA;NA;NA;NA;2015-12-19 09:32:00;2015-12-19 09:35:00;3;0.1;5.9;0.6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2015-12-19 17:09:00;2016-01-01 00:01:00;17692;0.8;1.7;0.5;2015-12-20 03:07:00;2015-12-25 03:02:00;7195;1.6;5.8;1.2;2015-12-20 04:28:00;2015-12-24 07:51:00;5963;1.4;5.9;1.2;2015-12-20 02:54:00;2015-12-25 05:54:00;7380;1.5;5.9;1.2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2015-12-20 06:10:00;2015-12-21 13:17:00;1867;1.1;5.8;1.2
